scenario,timestamp,agent_id,agent_name,agent_ip,hostname,program,location,full_log,rule_id,rule_level,rule_description,rule_groups,rule_groups_str,y_priority
harrison,2022-02-08 07:39:19+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:39:19 +0000] ""GET /wp-includes/blocks/calendar/_archive HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-06 12:30:35+00:00,32,wazuh-client,10.182.193.181,mail,dovecot,/var/log/mail.info,"Feb  6 12:30:35 mail dovecot: imap-login: Login: user=<kristi.obrien>, method=PLAIN, rip=10.182.193.181, lip=10.182.193.181, mpid=31704, TLS, session=<CpSXpljXJuoKtsG1>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-30 07:49:29+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:49:29 +0000] ""GET /wp-includes/blocks/video/webcart HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:18:42+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:18:42 +0000] ""GET /xd_receiver HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
santos,2022-01-15 11:40:40.908010+00:00,30,wazuh-client,10.229.0.4,wazuh-client,snort,/var/log/suricata/fast.log,01/15/2022-11:40:40.908010  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.229.0.4:45142 -> 202.241.208.53:443,20101,6,IDS event.,['ids'],ids,medium
fox,2022-01-18 12:37:11+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:37:11 +0000] ""GET /wp-content/themes/go/dist/images/social/b2b HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:29:04+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:29:04 +0000] ""HEAD /wp-content/plugins/xserver-typesquare-webfonts/ HTTP/1.1"" 404 146 ""https://intranet.mannsmith.harrison.com"" ""WPScan v3.8.20 (https://wpscan.com/wordpress-security-scanner)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-04 11:48:19+00:00,6,wazuh-client,172.28.192.97,taylor-mail,dovecot,/var/log/mail.info,"Feb  4 11:48:19 taylor-mail dovecot: imap-login: Login: user=<leslie.williams>, method=PLAIN, rip=172.28.192.7, lip=172.28.192.7, mpid=10540, TLS, session=<uc/A0y/XSMisHMAH>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-08 07:36:56+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:36:56 +0000] ""GET /wp-includes/sitemaps/executables HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-28 10:11:36.231825+00:00,30,wazuh-client,10.38.243.125,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET INFO Observed DNS Query to .biz TLD,"['ids', 'suricata']","ids,suricata",low
wheeler,2022-01-30 07:43:24+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:43:24 +0000] ""GET /wp-includes/customize/topics HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:51:03+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:51:03 +0000] ""GET /wp-content/themes/go/dist/popup_cvv HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:44:57+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:44:57 +0000] ""GET /wp-includes/blocks/audio/packaged HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 15:41:15+00:00,6,wazuh-client,172.28.192.97,taylor-mail,dovecot,/var/log/syslog,"Feb  8 15:41:15 taylor-mail dovecot: imap-login: Login: user=<kerry.smith>, method=PLAIN, rip=172.28.192.7, lip=172.28.192.7, mpid=24377, TLS, session=<4pwqjIPXKoisHMAH>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
santos,2022-01-17 11:21:44.233988+00:00,24,wazuh-client,172.21.128.119,wazuh-client,snort,/var/log/suricata/fast.log,01/17/2022-11:21:44.233988  [**] [1:2220000:1] SURICATA SMTP invalid reply [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 172.21.131.50:587 -> 172.21.128.119:34318,20101,6,IDS event.,['ids'],ids,medium
wardbeck,2022-01-21 11:25:17.830347+00:00,17,wazuh-client,10.132.57.136,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
fox,2022-01-18 12:18:58+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:18:58 +0000] ""GET /wp-admin/efforts HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
santos,2022-01-16 11:23:07.726224+00:00,9,wazuh-client,172.21.129.224,wazuh-client,snort,/var/log/suricata/fast.log,01/16/2022-11:23:07.726224  [**] [1:2230010:1] SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 172.21.129.224:42014 -> 172.21.131.50:443,20101,6,IDS event.,['ids'],ids,medium
fox,2022-01-18 12:26:47+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:26:47 +0000] ""GET /wp-includes/blocks/cover/sphider HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-15 09:20:57.817524+00:00,29,wazuh-client,10.35.32.1,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
wheeler,2022-01-30 18:23:43+00:00,29,wazuh-client,172.27.182.4,khanwood-mail,dovecot,/var/log/mail.info,"Jan 30 18:23:43 khanwood-mail dovecot: imap-login: Login: user=<caitlin.barlow>, method=PLAIN, rip=172.27.181.253, lip=172.27.181.253, mpid=27599, TLS, session=<Qh2exNDW4umsG7X9>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-30 07:55:27+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:55:27 +0000] ""GET /wp-content/themes/go/dist/images/social/usr HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-26 10:50:17.783471+00:00,36,wazuh-client,172.27.180.4,wazuh-client,snort,/var/log/suricata/fast.log,01/26/2022-10:50:17.783471  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 172.27.180.4:58864 -> 87.250.251.92:443,20101,6,IDS event.,['ids'],ids,medium
wilson,2022-02-07 11:10:10+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:10:10 +0000] ""GET /wp-includes/blocks/navigation/clearpixel HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:05:28+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:05:28 +0000] ""GET /wp-includes/widgets/power HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:52:25+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:52:25 +0000] ""GET /wp-includes/js/tinymce/plugins/mgr HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:43:25+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:43:25 +0000] ""GET /wp-includes/fonts/404 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:52:14+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:52:14 +0000] ""GET /wp-content/themes/go/includes/classes/git HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wardbeck,2022-01-20 15:44:57+00:00,10,wazuh-client,192.168.98.239,walker-mail,dovecot,/var/log/mail.log,"Jan 20 15:44:57 walker-mail dovecot: imap-login: Login: user=<john.sanders>, method=PLAIN, rip=192.168.99.0, lip=192.168.99.0, mpid=18259, TLS, session=<fRVdYgXWuNrAqGMA>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-30 07:51:10+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:51:10 +0000] ""GET /wp-content/themes/go/includes/error HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:32:35+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:32:35 +0000] ""GET /wp-includes/css/dist/components/www-sql HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-04 17:25:43+00:00,6,wazuh-client,172.28.192.97,taylor-mail,dovecot,/var/log/syslog,"Feb  4 17:25:43 taylor-mail dovecot: imap-login: Login: user=<alan.gonzalez>, method=PLAIN, rip=172.28.192.7, lip=172.28.192.7, mpid=14050, TLS, session=<OgNeijTX9MysHMAH>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-30 07:52:54+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:52:54 +0000] ""GET /wp-includes/js/tinymce/utils/featured HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wardbeck,2022-01-20 17:17:17+00:00,25,wazuh-client,10.132.56.171,mail,dovecot,/var/log/mail.info,"Jan 20 17:17:17 mail dovecot: imap-login: Login: user=<leonard.cooper>, method=PLAIN, rip=10.132.56.171, lip=10.132.56.171, mpid=1666, TLS, session=<Zy+TrAbWFocKhDir>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
santos,2022-01-16 01:19:53.439305+00:00,30,wazuh-client,10.229.0.4,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET INFO Observed DNS Query to .biz TLD,"['ids', 'suricata']","ids,suricata",low
harrison,2022-02-08 15:44:39.077380+00:00,24,wazuh-client,10.237.0.166,wazuh-client,snort,/var/log/suricata/fast.log,02/08/2022-15:44:39.077380  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.237.2.255:443 -> 10.237.0.166:37370,20101,6,IDS event.,['ids'],ids,medium
santos,2022-01-14 11:24:05.088446+00:00,20,wazuh-client,192.168.104.218,wazuh-client,snort,/var/log/suricata/fast.log,01/14/2022-11:24:05.088446  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.104.218:43113 -> 192.168.104.1:53,20101,6,IDS event.,['ids'],ids,medium
harrison,2022-02-08 07:41:01+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:41:01 +0000] ""GET /wp-includes/blocks/embed/wp-login HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:42:24+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:42:24 +0000] ""GET /wp-content/uploads/contacto HTTP/1.1"" 404 3369 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:47:30+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:47:30 +0000] ""GET /wp-includes/blocks/image/tell_a_friend HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:43:41+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:43:41 +0000] ""GET /wp-includes/images/Members HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 13:27:37.215623+00:00,36,wazuh-client,172.27.180.4,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET INFO Observed DNS Query to .biz TLD,"['ids', 'suricata']","ids,suricata",low
wheeler,2022-01-30 07:45:54+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:45:54 +0000] ""GET /wp-includes/blocks/categories/utility_login HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wardbeck,2022-01-22 12:51:46+00:00,10,wazuh-client,192.168.98.239,walker-mail,dovecot,/var/log/syslog,"Jan 22 12:51:46 walker-mail dovecot: imap-login: Login: user=<john.sanders>, method=PLAIN, rip=192.168.99.0, lip=192.168.99.0, mpid=3519, TLS, session=<4i+/MivWWOfAqGMA>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wilson,2022-02-07 11:19:23+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:19:23 +0000] ""GET /wp-content/themes/go/dist/js/admin/frob HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:33:29+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:33:29 +0000] ""GET /wp-includes/js/tinymce/langs/dummy HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-08 10:26:13.019935+00:00,25,wazuh-client,10.182.194.5,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
fox,2022-01-18 12:34:36+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:34:36 +0000] ""GET /wp-content/themes/go/dist/css/radmind-1 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:52:35+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:52:35 +0000] ""GET /wp-includes/js/tinymce/skins/gentoo HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-08 12:37:36+00:00,32,wazuh-client,10.182.193.181,mail,dovecot,/var/log/mail.log,"Feb  8 12:37:36 mail dovecot: imap-login: Login: user=<cheryl.miranda>, method=PLAIN, rip=10.182.193.181, lip=10.182.193.181, mpid=28168, TLS, session=<p9BZ+4DXqKoKtsG1>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-08 07:39:03+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:39:03 +0000] ""GET /wp-includes/blocks/buttons/admin HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:34:18+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:34:18 +0000] ""GET /wp-content/uploads/dropped HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wardbeck,2022-01-23 19:29:18.762241+00:00,24,wazuh-client,10.132.56.81,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
harrison,2022-02-08 07:34:20+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:34:20 +0000] ""GET /wp-content/uploads/getFile.cfm HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:21:08+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:21:08 +0000] ""GET /wp-admin/user/cgi_bin HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:32:53+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:32:53 +0000] ""GET /wp-includes/css/dist/widgets/kiosk HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-04 07:37:09.674065+00:00,35,wazuh-client,10.182.192.1,wazuh-client,snort,/var/log/suricata/fast.log,02/04/2022-07:37:09.674065  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 54.72.144.172:443 -> 192.168.224.4:38352,20101,6,IDS event.,['ids'],ids,medium
harrison,2022-02-07 01:38:14.956751+00:00,16,wazuh-client,192.168.131.109,wazuh-client,snort,/var/log/suricata/fast.log,02/07/2022-01:38:14.956751  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.131.109:37499 -> 192.168.128.1:53,20101,6,IDS event.,['ids'],ids,medium
wheeler,2022-01-30 07:49:02+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:49:02 +0000] ""GET /wp-includes/blocks/spacer/evil HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:12:14+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:12:14 +0000] ""GET /wp-includes/images/media/jsp-examples HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-06 13:13:12.322127+00:00,35,wazuh-client,10.182.192.1,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
wilson,2022-02-07 11:16:41+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:16:41 +0000] ""GET /wp-content/themes/go/dist/images/secret HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
fox,2022-01-18 17:00:21+00:00,6,wazuh-client,192.168.128.170,taylorcruz-mail,dovecot,/var/log/mail.info,"Jan 18 17:00:21 taylorcruz-mail dovecot: imap-login: Login: user=<christopher.friedman>, method=PLAIN, rip=192.168.128.195, lip=192.168.128.195, mpid=6970, TLS, session=<K6tYNN7VGsLAqIDD>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
fox,2022-01-18 12:27:45+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:27:45 +0000] ""GET /wp-includes/blocks/html/feeds HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-07 10:21:37+00:00,11,wazuh-client,172.28.192.7,smith-mail,dovecot,/var/log/syslog,"Feb  7 10:21:37 smith-mail dovecot: imap-login: Login: user=<tom.hancock>, method=PLAIN, rip=172.28.192.97, lip=172.28.192.97, mpid=1474, TLS, session=<P3wx92rX0qGsHMBh>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
fox,2022-01-18 12:24:57+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:24:57 +0000] ""GET /wp-includes/blocks/audio/flags HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:40:23+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:40:23 +0000] ""GET /wp-includes/blocks/columns/schemas HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
